27018000000000,0,1,0
27018000004995,1,1,0
27020000000000,0,1,0
27020000005004,1,1,0
27022000000000,0,1,0
27022000004943,1,1,0
27024000000000,0,1,0
27024000005013,1,1,0
27026000000000,0,1,0
27026000004993,1,1,0
27028000000000,0,1,0
27028000005004,1,1,0
27030000000000,0,1,0
27030000004975,1,1,0
27032000000000,0,1,0
27032000005008,1,1,0
27034000000000,0,1,0
27034000005031,1,1,0
27036000000000,0,1,0
27036000005000,1,1,0
27038000000000,0,1,0
27038000005035,1,1,0
27040000000000,0,1,0
27040000004983,1,1,0
27042000000000,0,1,0
27042000004968,1,1,0
27044000000000,0,1,0
27044000005019,1,1,0
27046000000000,0,1,0
27046000004981,1,1,0
27048000000000,0,1,0
27048000005044,1,1,0
27050000000000,0,1,0
27050000004975,1,1,0
27052000000000,0,1,0
27052000004923,1,1,0
27054000000000,0,1,0
27054000004973,1,1,0
27056000000000,0,1,0
27056000004983,1,1,0
27058000000000,0,1,0
27058000005030,1,1,0
27060000000000,0,1,0
27060000004981,1,1,0
27062000000000,0,1,0
27062000004985,1,1,0
27064000000000,0,1,0
27064000005010,1,1,0
27066000000000,0,1,0
27066000004996,1,1,0
27068000000000,0,1,0
27068000005063,1,1,0
27070000000000,0,1,0
27070000004988,1,1,0
27072000000000,0,1,0
27072000004991,1,1,0
27074000000000,0,1,0
27074000004930,1,1,0
27076000000000,0,1,0
27076000004968,1,1,0
27078000000000,0,1,0
27078000004998,1,1,0
27080000000000,0,1,0
27080000005043,1,1,0
27082000000000,0,1,0
27082000005040,1,1,0
27084000000000,0,1,0
27084000005027,1,1,0
27086000000000,0,1,0
27086000004992,1,1,0
27088000000000,0,1,0
27088000005045,1,1,0
27090000000000,0,1,0
27090000005005,1,1,0
27092000000000,0,1,0
27092000005030,1,1,0
27094000000000,0,1,0
27094000005013,1,1,0
27096000000000,0,1,0
27096000005013,1,1,0
27098000000000,0,1,0
27098000005019,1,1,0
27100000000000,0,1,0
27100000004996,1,1,0
27102000000000,0,1,0
27102000004949,1,1,0
27104000000000,0,1,0
27104000005053,1,1,0
27106000000000,0,1,0
27106000004981,1,1,0
27108000000000,0,1,0
27108000005014,1,1,0
27110000000000,0,1,0
27110000004982,1,1,0
27112000000000,0,1,0
27112000005020,1,1,0
27114000000000,0,1,0
27114000004996,1,1,0
27116000000000,0,1,0
27116000005004,1,1,0
27118000000000,0,1,0
27118000005018,1,1,0
27120000000000,0,1,0
27120000005046,1,1,0
27122000000000,0,1,0
27122000005035,1,1,0
27124000000000,0,1,0
27124000005032,1,1,0
27126000000000,0,1,0
27126000004938,1,1,0
27128000000000,0,1,0
27128000005035,1,1,0
27130000000000,0,1,0
27130000004956,1,1,0
27132000000000,0,1,0
27132000005004,1,1,0
27134000000000,0,1,0
27134000004966,1,1,0
27136000000000,0,1,0
27136000004948,1,1,0
27138000000000,0,1,0
27138000005033,1,1,0
27140000000000,0,1,0
27140000004947,1,1,0
27142000000000,0,1,0
27142000004955,1,1,0
27144000000000,0,1,0
27144000004952,1,1,0
27146000000000,0,1,0
27146000005044,1,1,0
27148000000000,0,1,0
27148000004978,1,1,0
27150000000000,0,1,0
27150000005022,1,1,0
27152000000000,0,1,0
27152000004996,1,1,0
27154000000000,0,1,0
27154000005029,1,1,0
27156000000000,0,1,0
27156000005009,1,1,0
27158000000000,0,1,0
27158000004968,1,1,0
27160000000000,0,1,0
27160000004997,1,1,0
27162000000000,0,1,0
27162000004937,1,1,0
27164000000000,0,1,0
27164000005011,1,1,0
27166000000000,0,1,0
27166000005007,1,1,0
27168000000000,0,1,0
27168000005013,1,1,0
27170000000000,0,1,0
27170000005008,1,1,0
27172000000000,0,1,0
27172000005087,1,1,0
27174000000000,0,1,0
27174000005008,1,1,0
27176000000000,0,1,0
27176000004903,1,1,0
27178000000000,0,1,0
27178000005055,1,1,0
27180000000000,0,1,0
27180000004937,1,1,0
27182000000000,0,1,0
27182000005031,1,1,0
27184000000000,0,1,0
27184000005009,1,1,0
27186000000000,0,1,0
27186000004999,1,1,0
27188000000000,0,1,0
27188000005012,1,1,0
27190000000000,0,1,0
27190000004967,1,1,0
27192000000000,0,1,0
27192000005042,1,1,0
27194000000000,0,1,0
27194000004987,1,1,0
27196000000000,0,1,0
27196000005027,1,1,0
27198000000000,0,1,0
27198000004989,1,1,0
27200000000000,0,1,0
27200000005003,1,1,0
27202000000000,0,1,0
27202000005011,1,1,0
27204000000000,0,1,0
27204000004982,1,1,0
27206000000000,0,1,0
27206000004980,1,1,0
27208000000000,0,1,0
27208000005026,1,1,0
27210000000000,0,1,0
27210000004979,1,1,0
27212000000000,0,1,0
27212000005006,1,1,0
27214000000000,0,1,0
27214000005040,1,1,0
27216000000000,0,1,0
27216000004926,1,1,0
27218000000000,0,1,0
27218000004990,1,1,0
27220000000000,0,1,0
27220000004988,1,1,0
27222000000000,0,1,0
27222000004981,1,1,0
27224000000000,0,1,0
27224000005040,1,1,0
27226000000000,0,1,0
27226000005000,1,1,0
27228000000000,0,1,0
27228000005039,1,1,0
27230000000000,0,1,0
27230000004997,1,1,0
27232000000000,0,1,0
27232000004993,1,1,0
27234000000000,0,1,0
27234000004951,1,1,0
27236000000000,0,1,0
27236000005008,1,1,0
27238000000000,0,1,0
27238000005023,1,1,0
27240000000000,0,1,0
27240000004990,1,1,0
27242000000000,0,1,0
27242000005010,1,1,0
27244000000000,0,1,0
27244000004991,1,1,0
27246000000000,0,1,0
27246000004946,1,1,0
27248000000000,0,1,0
27248000004998,1,1,0
27250000000000,0,1,0
27250000004953,1,1,0
27252000000000,0,1,0
27252000004998,1,1,0
27254000000000,0,1,0
27254000005011,1,1,0
27256000000000,0,1,0
27256000005003,1,1,0
27258000000000,0,1,0
27258000005046,1,1,0
27260000000000,0,1,0
27260000004988,1,1,0
27262000000000,0,1,0
27262000005002,1,1,0
27264000000000,0,1,0
27264000004980,1,1,0
27266000000000,0,1,0
27266000004949,1,1,0
27268000000000,0,1,0
27268000004972,1,1,0
27270000000000,0,1,0
27270000004988,1,1,0
27272000000000,0,1,0
27272000004982,1,1,0
27274000000000,0,1,0
27274000004996,1,1,0
27276000000000,0,1,0
27276000004928,1,1,0
27278000000000,0,1,0
27278000005030,1,1,0
27280000000000,0,1,0
27280000004970,1,1,0
27282000000000,0,1,0
27282000005013,1,1,0
27284000000000,0,1,0
27284000005035,1,1,0
27286000000000,0,1,0
27286000004953,1,1,0
27288000000000,0,1,0
27288000004971,1,1,0
27290000000000,0,1,0
27290000004984,1,1,0
27292000000000,0,1,0
27292000005031,1,1,0
27294000000000,0,1,0
27294000005045,1,1,0
27296000000000,0,1,0
27296000004967,1,1,0
27298000000000,0,1,0
27298000004988,1,1,0
27300000000000,0,1,0
27300000004943,1,1,0
27302000000000,0,1,0
27302000005026,1,1,0
27304000000000,0,1,0
27304000004999,1,1,0
27306000000000,0,1,0
27306000005008,1,1,0
27308000000000,0,1,0
27308000004987,1,1,0
27310000000000,0,1,0
27310000004991,1,1,0
27312000000000,0,1,0
27312000005029,1,1,0
27314000000000,0,1,0
27314000004993,1,1,0
27316000000000,0,1,0
27316000005020,1,1,0
27318000000000,0,1,0
27318000005004,1,1,0
27320000000000,0,1,0
27320000004966,1,1,0
27322000000000,0,1,0
27322000004994,1,1,0
27324000000000,0,1,0
27324000004998,1,1,0
27326000000000,0,1,0
27326000005045,1,1,0
27328000000000,0,1,0
27328000004996,1,1,0
27330000000000,0,1,0
27330000005000,1,1,0
27332000000000,0,1,0
27332000004988,1,1,0
27334000000000,0,1,0
27334000005029,1,1,0
27336000000000,0,1,0
27336000004995,1,1,0
27338000000000,0,1,0
27338000004982,1,1,0
27340000000000,0,1,0
27340000004987,1,1,0
27342000000000,0,1,0
27342000005042,1,1,0
27344000000000,0,1,0
27344000004996,1,1,0
27346000000000,0,1,0
27346000004978,1,1,0
27348000000000,0,1,0
27348000005007,1,1,0
27350000000000,0,1,0
27350000005054,1,1,0
27352000000000,0,1,0
27352000005034,1,1,0
27354000000000,0,1,0
27354000005039,1,1,0
27356000000000,0,1,0
27356000004974,1,1,0
27358000000000,0,1,0
27358000005030,1,1,0
27360000000000,0,1,0
27360000005035,1,1,0
27362000000000,0,1,0
27362000004997,1,1,0
27364000000000,0,1,0
27364000004997,1,1,0
27366000000000,0,1,0
27366000004998,1,1,0
27368000000000,0,1,0
27368000004982,1,1,0
27370000000000,0,1,0
27370000005013,1,1,0
27372000000000,0,1,0
27372000004984,1,1,0
27374000000000,0,1,0
27374000005028,1,1,0
27376000000000,0,1,0
27376000004984,1,1,0
27378000000000,0,1,0
27378000005054,1,1,0
27380000000000,0,1,0
27380000004971,1,1,0
27382000000000,0,1,0
27382000005007,1,1,0
27384000000000,0,1,0
27384000004989,1,1,0
27386000000000,0,1,0
27386000005026,1,1,0
27388000000000,0,1,0
27388000004976,1,1,0
27390000000000,0,1,0
27390000004992,1,1,0
27392000000000,0,1,0
27392000004988,1,1,0
27394000000000,0,1,0
27394000004972,1,1,0
27396000000000,0,1,0
27396000004961,1,1,0
27398000000000,0,1,0
27398000005015,1,1,0
27400000000000,0,1,0
27400000004959,1,1,0
27402000000000,0,1,0
27402000004962,1,1,0
27404000000000,0,1,0
27404000004988,1,1,0
27406000000000,0,1,0
27406000004990,1,1,0
27408000000000,0,1,0
27408000004964,1,1,0
27410000000000,0,1,0
27410000004957,1,1,0
27412000000000,0,1,0
27412000005028,1,1,0
27414000000000,0,1,0
27414000004983,1,1,0
27416000000000,0,1,0
27416000005013,1,1,0
27418000000000,0,1,0
27418000004991,1,1,0
27420000000000,0,1,0
27420000005001,1,1,0
27422000000000,0,1,0
27422000005033,1,1,0
27424000000000,0,1,0
27424000004978,1,1,0
27426000000000,0,1,0
27426000004978,1,1,0
27428000000000,0,1,0
27428000004988,1,1,0
27430000000000,0,1,0
27430000005017,1,1,0
27432000000000,0,1,0
27432000004986,1,1,0
27434000000000,0,1,0
27434000005000,1,1,0
27436000000000,0,1,0
27436000004996,1,1,0
27438000000000,0,1,0
27438000004975,1,1,0
27440000000000,0,1,0
27440000004992,1,1,0
27442000000000,0,1,0
27442000004973,1,1,0
27444000000000,0,1,0
27444000005040,1,1,0
27446000000000,0,1,0
27446000004977,1,1,0
27448000000000,0,1,0
27448000005000,1,1,0
27450000000000,0,1,0
27450000004978,1,1,0
27452000000000,0,1,0
27452000005052,1,1,0
27454000000000,0,1,0
27454000004955,1,1,0
27456000000000,0,1,0
27456000004982,1,1,0
27458000000000,0,1,0
27458000004996,1,1,0
27460000000000,0,1,0
27460000005005,1,1,0
27462000000000,0,1,0
27462000004982,1,1,0
27464000000000,0,1,0
27464000005070,1,1,0
27466000000000,0,1,0
27466000004932,1,1,0
27468000000000,0,1,0
27468000005085,1,1,0
27470000000000,0,1,0
27470000004964,1,1,0
27472000000000,0,1,0
27472000004976,1,1,0
27474000000000,0,1,0
27474000005001,1,1,0
27476000000000,0,1,0
27476000005077,1,1,0
27478000000000,0,1,0
27478000004975,1,1,0
27480000000000,0,1,0
27480000005022,1,1,0
27482000000000,0,1,0
27482000004965,1,1,0
27484000000000,0,1,0
27484000004964,1,1,0
27486000000000,0,1,0
27486000005018,1,1,0
27488000000000,0,1,0
27488000005001,1,1,0
27490000000000,0,1,0
27490000005029,1,1,0
27492000000000,0,1,0
27492000004962,1,1,0
27494000000000,0,1,0
27494000005018,1,1,0
27496000000000,0,1,0
27496000004972,1,1,0
27498000000000,0,1,0
27498000004996,1,1,0
27500000000000,0,1,0
27500000005020,1,1,0
27502000000000,0,1,0
27502000004971,1,1,0
27504000000000,0,1,0
27504000005011,1,1,0
27506000000000,0,1,0
27506000004966,1,1,0
27508000000000,0,1,0
27508000004922,1,1,0
27510000000000,0,1,0
27510000004950,1,1,0
27512000000000,0,1,0
27512000005001,1,1,0
27514000000000,0,1,0
27514000005044,1,1,0
27516000000000,0,1,0
27516000005024,1,1,0
27518000000000,0,1,0
27518000004962,1,1,0
27520000000000,0,1,0
27520000004987,1,1,0
27522000000000,0,1,0
